amenity,capacity,parking,access,fee,coordinates
parking,19.516616314199396,surface,,unknown,"[(1.8943963, 41.6017463), (1.8943739, 41.6018667), (1.8943165, 41.6018574), (1.8942487, 41.6018695), (1.8940905, 41.6017867), (1.8941667, 41.6017004), (1.8942056, 41.6016656), (1.8943963, 41.6017463)]"
parking,19.516616314199396,surface,,unknown,"[(1.9065391, 41.5219196), (1.9065908, 41.5217362), (1.9066925, 41.5217512), (1.9067108, 41.5224636), (1.9066208, 41.5224661), (1.9066125, 41.5225772), (1.9064925, 41.5225809), (1.9064325, 41.5224636), (1.9065275, 41.522279), (1.9065391, 41.5219196)]"
parking,19.516616314199396,,,unknown,"[(1.5252411, 41.5434089), (1.5252004, 41.5432923), (1.5252598, 41.543205), (1.5253515, 41.5431614), (1.5254737, 41.5432322), (1.5255445, 41.5433337), (1.525412, 41.5433983), (1.5252411, 41.5434089)]"
parking,19.516616314199396,,,unknown,"[(1.5218615, 41.5616453), (1.5216067, 41.5614412), (1.5218643, 41.5612737), (1.5221094, 41.561455), (1.5218615, 41.5616453)]"
parking,19.516616314199396,surface,,no,"[(1.8315282, 41.6029562), (1.8315453, 41.6029132), (1.8318455, 41.6030132), (1.8319498, 41.6030446), (1.8320011, 41.6030272), (1.832068, 41.6030446), (1.8321955, 41.6031423), (1.8322453, 41.6032028), (1.8323526, 41.6032528), (1.8322624, 41.6032877), (1.8321598, 41.6032342), (1.8320742, 41.6031609), (1.8320089, 41.6031167), (1.8317087, 41.6030155), (1.8315282, 41.6029562)]"
parking,19.516616314199396,surface,,no,"[(1.8278056, 41.6036798), (1.8280155, 41.6036267), (1.8281255, 41.6036484), (1.8282036, 41.6037036), (1.828247, 41.6038053), (1.8278056, 41.6036798)]"
parking,19.516616314199396,surface,,no,"[(1.8079106, 41.6095548), (1.8080784, 41.6095806), (1.8081973, 41.6095859), (1.808302, 41.609585), (1.8085578, 41.6095557), (1.8084745, 41.6096161), (1.8083769, 41.6096562), (1.8082604, 41.6096811), (1.8081795, 41.6096713), (1.80807, 41.6096401), (1.8079106, 41.6095548)]"
parking,19.516616314199396,surface,,no,"[(1.8147934, 41.61096), (1.8149611, 41.6109814), (1.8150729, 41.6109814), (1.8151598, 41.6109743), (1.815249, 41.6109645), (1.8151086, 41.6110365), (1.8150967, 41.6110792), (1.8150658, 41.6111157), (1.8149909, 41.6111112), (1.8148826, 41.6110748), (1.8148303, 41.6110267), (1.8147934, 41.61096)]"
parking,19.516616314199396,surface,,no,"[(1.7701287, 41.611715), (1.7702832, 41.611854), (1.7704645, 41.6119306), (1.770652, 41.611966), (1.7705559, 41.6120072), (1.7704991, 41.6120414), (1.7704739, 41.6120827), (1.7703951, 41.6120897), (1.770258, 41.6120249), (1.7702075, 41.6119884), (1.7701555, 41.6119424), (1.7701413, 41.6118199), (1.7701287, 41.611715)]"
parking,19.516616314199396,surface,,no,"[(1.7994624, 41.6117374), (1.79956, 41.6117187), (1.7996635, 41.6116751), (1.7997313, 41.6116351), (1.7998776, 41.6115426), (1.7998121, 41.6116884), (1.7997717, 41.6117676), (1.7997206, 41.6118174), (1.7996825, 41.6118343), (1.7996147, 41.6118352), (1.7995635, 41.6118174), (1.7995469, 41.611788), (1.7995397, 41.6117614), (1.7994624, 41.6117374)]"
parking,19.516616314199396,surface,,no,"[(1.7829533, 41.6148693), (1.7829105, 41.6149062), (1.782927, 41.6149394), (1.7829912, 41.6150071), (1.7829813, 41.6150625), (1.7829204, 41.6151068), (1.7828693, 41.6151093), (1.7827887, 41.6150773), (1.7827064, 41.6150366), (1.7826389, 41.614985), (1.7825763, 41.6149062), (1.7825681, 41.6148102), (1.7827195, 41.6148237), (1.7828364, 41.6147388), (1.7828907, 41.61482), (1.7829533, 41.6148693)]"
parking,19.516616314199396,surface,,no,"[(1.7925839, 41.6156562), (1.7926745, 41.6156819), (1.7926058, 41.6158194), (1.7925754, 41.6158785), (1.792563, 41.6159241), (1.7925125, 41.6159491), (1.7924314, 41.6159562), (1.7923352, 41.6159462), (1.792258, 41.6159263), (1.7922113, 41.6158807), (1.792279, 41.6158408), (1.7923466, 41.6158621), (1.7924114, 41.6158657), (1.7924696, 41.615845), (1.7925144, 41.6158172), (1.792542, 41.6157731), (1.7925715, 41.6157182), (1.7925839, 41.6156562)]"
parking,19.516616314199396,surface,,no,"[(1.8030858, 41.6102325), (1.8032845, 41.6102165), (1.8037008, 41.610172), (1.803614, 41.6102129), (1.8034986, 41.6102423), (1.8033487, 41.6102547), (1.8030858, 41.6102325)]"
parking,19.516616314199396,surface,,no,"[(1.8019629, 41.6105687), (1.802196, 41.6104806), (1.8024875, 41.610381), (1.8024256, 41.6104486), (1.8023078, 41.6105207), (1.802202, 41.6105509), (1.802083, 41.6105731), (1.8019629, 41.6105687)]"
parking,19.516616314199396,surface,,no,"[(1.8132648, 41.6110454), (1.8134742, 41.6109636), (1.8137882, 41.6108239), (1.813724, 41.6109422), (1.8136621, 41.6110196), (1.8135836, 41.6110756), (1.8134896, 41.6110988), (1.8133933, 41.6110899), (1.8132648, 41.6110454)]"
parking,19.516616314199396,surface,,no,"[(1.7903298, 41.6147761), (1.7904746, 41.6148605), (1.7905643, 41.6148995), (1.7906975, 41.6149346), (1.790688, 41.6149682), (1.7905448, 41.6149352), (1.7904529, 41.6148876), (1.7903031, 41.6148037), (1.7903298, 41.6147761)]"
parking,19.516616314199396,,,unknown,"[(2.1549281, 41.5631413), (2.1543598, 41.5631401), (2.1543517, 41.5629634), (2.1549216, 41.5629695), (2.1549281, 41.5631413)]"
parking,19.516616314199396,,,unknown,"[(2.1546506, 41.5658951), (2.1546023, 41.5655821), (2.1545862, 41.5653372), (2.1545573, 41.5652898), (2.1546538, 41.5652898), (2.1546517, 41.5653481), (2.1546431, 41.5655888), (2.1548461, 41.5655897), (2.1549376, 41.5655901), (2.1549462, 41.5653038), (2.1549993, 41.5652911), (2.1549886, 41.5657005), (2.154922, 41.5657634), (2.1548523, 41.5658176), (2.1547981, 41.5658811), (2.1547311, 41.5658992), (2.1546506, 41.5658951)]"
parking,19.516616314199396,surface,,unknown,"[(1.7512729, 41.5934606), (1.7512981, 41.5935059), (1.7509417, 41.5938596), (1.7508838, 41.5937844), (1.7512729, 41.5934606)]"
parking,19.516616314199396,surface,,unknown,"[(1.7503464, 41.5930451), (1.7495126, 41.5933911), (1.7494704, 41.5932965), (1.7498129, 41.5930696), (1.7498717, 41.5931444), (1.7502823, 41.5929636), (1.7503464, 41.5930451)]"
parking,19.516616314199396,surface,,unknown,"[(1.7507431, 41.5926272), (1.7504423, 41.5923983), (1.7504695, 41.5922044), (1.7520261, 41.5915196), (1.7526439, 41.5924771), (1.7514183, 41.5928655), (1.7513007, 41.5927222), (1.7507431, 41.5926272)]"
parking,19.516616314199396,surface,,unknown,"[(1.7684171, 41.5943279), (1.7684077, 41.594269), (1.7683543, 41.5942201), (1.7683196, 41.5941801), (1.7683623, 41.5939954), (1.7684731, 41.5938076), (1.7690113, 41.5932393), (1.7691342, 41.5931754), (1.769217, 41.5931724), (1.7692811, 41.5932084), (1.7692811, 41.5932883), (1.7692156, 41.5933722), (1.7691168, 41.593474), (1.7686, 41.5942211), (1.7685666, 41.594272), (1.7685773, 41.594301), (1.7684171, 41.5943279)]"
parking,19.516616314199396,surface,,unknown,"[(1.7682675, 41.5944598), (1.768377, 41.5944737), (1.7684825, 41.5944578), (1.768568, 41.5944318), (1.7684798, 41.5946825), (1.7684438, 41.5948702), (1.768381, 41.5946775), (1.7683182, 41.5945467), (1.7682675, 41.5944598)]"
parking,19.516616314199396,surface,,unknown,"[(1.7534382, 41.7738853), (1.7534479, 41.7737667), (1.7535604, 41.7737407), (1.7536399, 41.7737363), (1.7537078, 41.7737184), (1.7538566, 41.7738488), (1.7539264, 41.7738045), (1.7545687, 41.7743755), (1.7545048, 41.7744348), (1.7536399, 41.7739142), (1.7535701, 41.773894), (1.7535139, 41.7738896), (1.7534382, 41.7738853)]"
parking,19.516616314199396,,,unknown,"[(2.111049, 41.5079941), (2.1109412, 41.5079134), (2.1112786, 41.507651), (2.11142, 41.5077403), (2.111049, 41.5079941)]"
parking,19.516616314199396,surface,,unknown,"[(2.1177824, 41.5078156), (2.1175314, 41.5076063), (2.1180123, 41.5072688), (2.1182671, 41.5074792), (2.1181839, 41.5075498), (2.1184822, 41.5077907), (2.1183392, 41.507887), (2.1180785, 41.5076736), (2.1178346, 41.5078563), (2.1177824, 41.5078156)]"
parking,19.516616314199396,,,unknown,"[(2.1134098, 41.5141373), (2.1134644, 41.5140066), (2.1139156, 41.5141264), (2.113861, 41.5142518), (2.1134098, 41.5141373)]"
parking,19.516616314199396,surface,,no,"[(1.7617456, 41.8479787), (1.7616502, 41.8478973), (1.761624, 41.8478503), (1.7616287, 41.8478194), (1.7617056, 41.8477609), (1.7620455, 41.8479661), (1.7623301, 41.8481288), (1.7625239, 41.8482732), (1.7624516, 41.8483373), (1.7622255, 41.8482273), (1.762004, 41.848115), (1.7618794, 41.8480532), (1.7617456, 41.8479787)]"
parking,9.0,,,unknown,"[(2.3578174, 41.5184186), (2.3579113, 41.5181898), (2.3579806, 41.5182002), (2.357876, 41.5184291), (2.3578174, 41.5184186)]"
parking,19.516616314199396,surface,,unknown,"[(2.0534809, 41.3038056), (2.0540708, 41.3028392), (2.0542513, 41.3029026), (2.0543227, 41.3029277), (2.0543554, 41.3029651), (2.054374, 41.3029944), (2.0543803, 41.3030283), (2.054374, 41.3030703), (2.0543554, 41.3031089), (2.0543165, 41.3031568), (2.0539695, 41.303525), (2.0537454, 41.3037541), (2.0536957, 41.303788), (2.0536568, 41.3037985), (2.0536147, 41.3038056), (2.0535572, 41.3038102), (2.0534809, 41.3038056)]"
parking,19.516616314199396,surface,,unknown,"[(2.05324, 41.3025504), (2.052634, 41.3035912), (2.0518876, 41.3033988), (2.0516854, 41.3033485), (2.0516496, 41.3033263), (2.0516262, 41.3032971), (2.0516091, 41.3032609), (2.0516076, 41.3032305), (2.0516185, 41.3031896), (2.052009, 41.3025502), (2.0520495, 41.3024882), (2.0520946, 41.3024403), (2.052135, 41.3024076), (2.0522004, 41.3023655), (2.0522673, 41.3023328), (2.0523358, 41.3023176), (2.0523933, 41.3023094), (2.0524462, 41.3023024), (2.0525256, 41.3023106), (2.0528907, 41.3024331), (2.05324, 41.3025504)]"
parking,19.516616314199396,surface,,unknown,"[(2.0537946, 41.3027418), (2.0531906, 41.3037339), (2.052634, 41.3035912), (2.05324, 41.3025504), (2.0535192, 41.3026467), (2.0537946, 41.3027418)]"
parking,19.516616314199396,,,unknown,"[(2.1016912, 41.3788707), (2.1018131, 41.3783365), (2.102109, 41.3782139), (2.1025429, 41.3780007), (2.1026481, 41.3779578), (2.1027339, 41.377996), (2.1026243, 41.3780798), (2.1027279, 41.3781273), (2.101763, 41.3788293), (2.1016912, 41.3788707)]"
parking,19.516616314199396,,,unknown,"[(2.0052657, 42.27959), (2.0052206, 42.279623), (2.0051577, 42.2796782), (2.004927, 42.2795254), (2.0050289, 42.2794559), (2.005129, 42.2794788), (2.0052657, 42.27959)]"
parking,19.516616314199396,,,no,"[(2.1026947, 41.5197736), (2.102818, 41.519653), (2.1028824, 41.5194921), (2.1029755, 41.5194112), (2.1030922, 41.5194928), (2.1032603, 41.5196184), (2.1031651, 41.5196669), (2.1030301, 41.5197665), (2.1029009, 41.5198803), (2.1026947, 41.5197736)]"
parking,19.516616314199396,,,unknown,"[(2.0885041, 41.5386504), (2.0884333, 41.5386434), (2.0879126, 41.5383206), (2.0878664, 41.5382583), (2.0880235, 41.5380784), (2.0880651, 41.5381026), (2.0881745, 41.5381661), (2.0887999, 41.5376449), (2.0890128, 41.5376167), (2.0891666, 41.5375964), (2.0892237, 41.5375515), (2.0895205, 41.5377463), (2.089601, 41.5377994), (2.0885781, 41.5386411), (2.0885336, 41.5386478), (2.0885041, 41.5386504)]"
parking,19.516616314199396,,,unknown,"[(2.0113836, 42.2812513), (2.0113127, 42.2813724), (2.0112578, 42.2813611), (2.0110003, 42.2813037), (2.0109889, 42.2813317), (2.0107582, 42.281273), (2.0107435, 42.2810814), (2.0113836, 42.2812513)]"
parking,19.516616314199396,,,unknown,"[(2.0118477, 42.2811338), (2.0117793, 42.2812766), (2.0113371, 42.281067), (2.0113494, 42.2810362), (2.0114471, 42.2810398), (2.0116156, 42.2810362), (2.0118477, 42.2811338)]"
parking,19.516616314199396,,,unknown,"[(2.1021127, 41.5201649), (2.1022888, 41.5199347), (2.1023376, 41.5198708), (2.1026947, 41.5197736), (2.1022872, 41.5202479), (2.1021127, 41.5201649)]"
parking,19.516616314199396,,,unknown,"[(1.9910552, 41.4073472), (1.9910914, 41.4073837), (1.9909958, 41.4074431), (1.9910338, 41.4074873), (1.9909481, 41.4075332), (1.9908715, 41.4074497), (1.9910552, 41.4073472)]"
parking,19.516616314199396,,,unknown,"[(1.994265, 41.4044501), (1.9942366, 41.4044887), (1.9939066, 41.4048499), (1.9937554, 41.404768), (1.9937769, 41.4047358), (1.9936642, 41.4046774), (1.9939539, 41.4043716), (1.994265, 41.4044501)]"
parking,19.516616314199396,,,unknown,"[(1.9942785, 41.4060535), (1.9942543, 41.4061219), (1.9942329, 41.4061742), (1.994198, 41.4062084), (1.994139, 41.4062346), (1.9940987, 41.4062466), (1.9940612, 41.4062506), (1.9940129, 41.4062466), (1.9937366, 41.4061802), (1.9938252, 41.4059529), (1.9942785, 41.4060535)]"
parking,19.516616314199396,,,unknown,"[(1.9871089, 41.403927), (1.9872323, 41.4042871), (1.9872859, 41.4044099), (1.9874791, 41.4048062), (1.9873637, 41.4048444), (1.9871545, 41.4044018), (1.9870231, 41.4040296), (1.9870016, 41.4039371), (1.9871089, 41.403927)]"
parking,19.516616314199396,,,unknown,"[(1.9876024, 41.4050255), (1.9876909, 41.405124), (1.9877741, 41.4051985), (1.9879163, 41.4053152), (1.9878411, 41.4053795), (1.9876185, 41.4052005), (1.9875032, 41.4050657), (1.9876024, 41.4050255)]"
parking,19.516616314199396,,,unknown,"[(2.2466503, 41.7774067), (2.2467174, 41.7773887), (2.2468327, 41.7774067), (2.246781, 41.7778261), (2.2466316, 41.7778028), (2.2465538, 41.7777088), (2.2465699, 41.7776068), (2.246645, 41.7774867), (2.2466503, 41.7774067)]"
parking,19.516616314199396,surface,,unknown,"[(2.2751897, 41.5920407), (2.2754297, 41.5921727), (2.2753241, 41.5922985), (2.2751438, 41.5925133), (2.2751014, 41.5925977), (2.2750944, 41.5926901), (2.2751261, 41.5930518), (2.2750308, 41.5933025), (2.2749744, 41.5933448), (2.2749179, 41.5933659), (2.2748296, 41.5927112), (2.2748261, 41.592603), (2.2748508, 41.5925053), (2.2749179, 41.592376), (2.2751897, 41.5920407)]"
parking,19.516616314199396,,,unknown,"[(1.7333793, 41.2230818), (1.7334007, 41.2230432), (1.733966, 41.2232093), (1.7339432, 41.22325), (1.7333793, 41.2230818)]"
parking,19.516616314199396,,,unknown,"[(2.3617027, 41.975741), (2.3616876, 41.9754888), (2.3616243, 41.975398), (2.3615655, 41.9753487), (2.3615971, 41.9752187), (2.3618595, 41.975231), (2.3619349, 41.9753263), (2.3619303, 41.9755561), (2.3618715, 41.9755886), (2.3618851, 41.9757175), (2.3619273, 41.9757668), (2.3617358, 41.9757657), (2.3617027, 41.975741)]"
parking,19.516616314199396,,,unknown,"[(2.0021592, 41.4084254), (2.0017462, 41.4094051), (2.0016872, 41.409391), (2.0017088, 41.4093477), (2.0018813, 41.4089328), (2.0018885, 41.4088931), (2.0020818, 41.4084492), (2.0020993, 41.4084087), (2.0021592, 41.4084254)]"
parking,19.516616314199396,,,unknown,"[(2.0021697, 41.4062493), (2.0022853, 41.4062729), (2.001821, 41.4073617), (2.0016923, 41.4073315), (2.0021697, 41.4062493)]"
parking,19.516616314199396,,,unknown,"[(2.0024163, 41.4061803), (2.0024776, 41.4061953), (2.0023311, 41.406532), (2.0019097, 41.407501), (2.0018484, 41.407486), (2.0024163, 41.4061803)]"
parking,19.516616314199396,surface,,no,"[(2.2397623, 41.4501949), (2.2397516, 41.450396), (2.2394456, 41.4504175), (2.2392124, 41.450412), (2.2391416, 41.4504138), (2.2390381, 41.4503316), (2.2385348, 41.4499265), (2.2386709, 41.4498101), (2.2386623, 41.4497971), (2.2386766, 41.4497828), (2.2387161, 41.4497378), (2.2389164, 41.4498627), (2.2388557, 41.44994), (2.2390931, 41.4500506), (2.2394021, 41.4501229), (2.23957, 41.4501415), (2.2397481, 41.4501358), (2.2398815, 41.4501256), (2.2398787, 41.4501782), (2.2397623, 41.4501949)]"
parking,19.516616314199396,surface,,unknown,"[(2.0257159, 41.5530551), (2.0259516, 41.5523338), (2.0260098, 41.5523311), (2.0257709, 41.5530645), (2.0257159, 41.5530551)]"
parking,19.516616314199396,surface,,unknown,"[(2.3288138, 41.9243552), (2.3288036, 41.924295), (2.328971, 41.924284), (2.3290681, 41.924287), (2.3292477, 41.9243031), (2.3294232, 41.9243392), (2.3295879, 41.9243684), (2.3295654, 41.9244294), (2.3294077, 41.9243953), (2.3292268, 41.9243712), (2.3290486, 41.9243552), (2.3288138, 41.9243552)]"
parking,19.516616314199396,surface,,unknown,"[(2.3295986, 41.9246978), (2.3297246, 41.9242759), (2.3298505, 41.9242949), (2.3297128, 41.9247167), (2.3295986, 41.9246978)]"
parking,19.516616314199396,,,unknown,"[(1.7245675, 41.2140861), (1.7247621, 41.2137812), (1.7255099, 41.2140513), (1.7253153, 41.2143562), (1.7249419, 41.2142213), (1.7245675, 41.2140861)]"
parking,19.516616314199396,,,unknown,"[(1.7193373, 41.2153232), (1.7197464, 41.21496), (1.7202374, 41.2152811), (1.7198705, 41.2156443), (1.7195837, 41.2154801), (1.7193373, 41.2153232)]"
parking,19.516616314199396,surface,,unknown,"[(1.8375444, 41.7184406), (1.8375736, 41.7183489), (1.8376223, 41.7182893), (1.8377685, 41.718218), (1.8379167, 41.7181772), (1.8380317, 41.7181656), (1.8381291, 41.7181976), (1.8382383, 41.7182907), (1.8381369, 41.7183533), (1.8380063, 41.7183998), (1.8378796, 41.718426), (1.8377627, 41.7184362), (1.8375444, 41.7184406)]"
parking,19.516616314199396,surface,,no,"[(2.3869615, 41.9500534), (2.3870228, 41.949992), (2.3871815, 41.9499434), (2.3872788, 41.9499285), (2.3873508, 41.9499255), (2.3874374, 41.9499315), (2.3874961, 41.9499414), (2.3875681, 41.9499721), (2.3876228, 41.9500386), (2.3876348, 41.9500802), (2.3869615, 41.9500534)]"
parking,19.516616314199396,surface,,no,"[(2.2349463, 41.8875746), (2.2348534, 41.8875841), (2.2348126, 41.8875519), (2.2348368, 41.8874941), (2.2348801, 41.8874515), (2.2349348, 41.8874098), (2.2349666, 41.8873766), (2.234973, 41.8873217), (2.2349119, 41.887136), (2.2350277, 41.8871217), (2.2350863, 41.8872459), (2.2351384, 41.8873264), (2.2351613, 41.8873747), (2.2351588, 41.8874344), (2.2351232, 41.8874912), (2.2350723, 41.8875254), (2.2349463, 41.8875746)]"
parking,19.516616314199396,surface,,unknown,"[(2.2762128, 41.864583), (2.2761103, 41.864609), (2.2759463, 41.8645112), (2.2759073, 41.8644288), (2.2759319, 41.8643036), (2.2759934, 41.8641936), (2.2760652, 41.8641157), (2.2761574, 41.8641051), (2.2763153, 41.8641035), (2.2764404, 41.8640852), (2.2766065, 41.8640486), (2.2767029, 41.8641142), (2.2766434, 41.8642104), (2.2766003, 41.86427), (2.2765388, 41.8643311), (2.2764466, 41.8644089), (2.2763481, 41.8644883), (2.2762128, 41.864583)]"
parking,19.516616314199396,surface,,unknown,"[(2.2803939, 41.8659057), (2.2801779, 41.8659867), (2.280059, 41.8659781), (2.2799401, 41.8658032), (2.2800634, 41.8655246), (2.2801808, 41.8651888), (2.28042, 41.8652072), (2.2804867, 41.8652719), (2.2803939, 41.8659057)]"
parking,19.516616314199396,surface,,unknown,"[(2.2823769, 41.8205274), (2.2823082, 41.8202209), (2.2822391, 41.8199138), (2.2823462, 41.8194488), (2.2824648, 41.8194475), (2.2824689, 41.8195557), (2.2825759, 41.8202033), (2.2825979, 41.8203611), (2.2825701, 41.8204526), (2.2825043, 41.8204942), (2.2823769, 41.8205274)]"
parking,19.516616314199396,surface,,unknown,"[(1.7177142, 41.2232036), (1.7177467, 41.2231631), (1.7179155, 41.222953), (1.717945, 41.2229733), (1.7180186, 41.2230241), (1.7181083, 41.2230859), (1.7181709, 41.223129), (1.718213, 41.223158), (1.7180931, 41.2232914), (1.7180491, 41.2233403), (1.7180068, 41.223323), (1.7177484, 41.2232176), (1.7177142, 41.2232036)]"
parking,19.516616314199396,,,yes,"[(1.7217728, 41.23083), (1.7210727, 41.2306143), (1.7211154, 41.2304964), (1.7219741, 41.230124), (1.7221434, 41.2300931), (1.7221077, 41.2301963), (1.7218922, 41.2305982), (1.7217728, 41.23083)]"
parking,19.516616314199396,,,unknown,"[(1.7251543, 41.2372274), (1.7250955, 41.2371792), (1.7251275, 41.2368282), (1.7258544, 41.2369045), (1.7259435, 41.2368791), (1.7259969, 41.2368804), (1.7259381, 41.2372689), (1.7258882, 41.2372676), (1.7258027, 41.2372448), (1.725279, 41.2372676), (1.7251899, 41.2372515), (1.7251543, 41.2372274)]"
parking,19.516616314199396,,,unknown,"[(1.7256837, 41.2423305), (1.7254004, 41.2419836), (1.7256285, 41.2418804), (1.7258957, 41.2422193), (1.7256837, 41.2423305)]"
parking,19.516616314199396,,,unknown,"[(1.7277107, 41.2321044), (1.7277315, 41.2319102), (1.7277534, 41.2317788), (1.728026, 41.2318083), (1.7279565, 41.2321352), (1.7277107, 41.2321044)]"
parking,19.516616314199396,,,unknown,"[(1.7285412, 41.2406962), (1.7287817, 41.241003), (1.7287389, 41.2410231), (1.728584, 41.2410258), (1.7283987, 41.2407713), (1.7285412, 41.2406962)]"
